response_id,should_sign,free_response
285,0,Violates inclusivity factor
286,0,"I am incredibly disappointed that Vanderbilt is even considering signing this compact. By signing, Vanderbilt would essentially surrender our freedom of speech and kowtow to a racist and corrupt administration."
287,0,"We are a private institution and it is our right to decide how to govern some of our policies. If we let the government dictate these agreements now, they can hold over our funding for the long term. Look at Columbia for example."
288,0,"I think that most problems the compact tries to address are legitimate; however, I'm worried by the current phrasing of the compact around political protections. Instead of turning this down completely, can we please talk to the White House about reaching a more neutral agreement while still securing the funds that Vanderbilt really needs as well as combating things like tuition increases, grade inflation, and concerns about free speech from all sides? It's not like Vanderbilt hasn't accepted federal funding before..."
289,0,"I think that international diversity is such a large part of what makes Vanderbilt, Vanderbilt!"
290,0,"Taking action against departments that ""belittle conservative ideas"" goes against Vanderbilt's core values of institutional neutrality. I would be ashamed to still attend this university if Vanderbilt decides to abandon its values and accept this bribe from the Trump administration."
291,0,It would sell out the student body and faculty who actually champion diversity of identity and perspectives. Why should the president decide what I’m allowed to learn he doesn’t pay my tuition.
292,0,"This document is a violation of free speech; promotes limited binary perspective on gender, and attempts to push a conservative agenda that punishes any member who disagrees with Trump’s authoritarian regime."
293,0,"This compact has language that would further perpetuate harm against our international students/alum has been facing, along with targeting several other groups. It is a fascist attempt at censoring free speech on campus and would force Vanderbilt to align with the Trump Administration."
294,0,"""Departments that target conservative views: Universities must reform or remove units that “punish, belittle, or incite violence against conservative ideas,” while still enforcing rules against harassment and incitement."" This is completely against freedom of speech. This would honestly be a horrible choice for the institution"
295,0,"Very one-sided and limits institututional freedoms, and by extension, students' individual liberties"
296,0,The government should not dictate university policies. Student freedoms should be protected.
297,1,"Accessibility is the core principle of Vanderbilts experience. Cost is the number one driver of college decisions. The tuition freeze outlined in the plan allows more students to be able to commit to a Vanderbilt education, at a reasonable price. The tuition increases in the past have been extreme, and will only continue."
298,0,"I personally believe that we must reject this compact in any form, and that no amount of negotiations will yield a product that doesn’t violate our core principles."
299,0,It’s not representative of our schools values as a whole and doesn’t all for free speech and ideas.
300,0,"Capping International student's enrollment just because Trump is racist seems quite ridiculous for our institution to do. At least a third of our student body is international, Vanderbilt would fall in ranking without international students. I doubt Diermier really wants that. Additionally, we all know that if we accept this we will be controlled by Trump and his politicals. By accepting this, we are taking a stance. We claim to not be, but by doing this we through diversity out the window and go full in on conservative ideals. Through being independent and safe at Vanderbilt out the window, welcome to Republican world."
301,0,"So many professors would quit due to the restraints on what they would be able to teach, which would not be good for our university’s reputation. We shouldn’t be selling outs."
302,0,Limiting international students seems xenophobic; whole compact is biased towards conservative ideals; restrictions on gender; unnecessary government intervention in university affairs
303,0,"The compact caps international student enrollment, and orders the university to follow strict definitions that curtail civil rights. It is a blatant overreach of federal power and makes the Trump administration judge, jury, and executioner for what is deemed acceptable at Vanderbilt."
304,0,Counter
305,0,Should not be conforming because of the pressure of any president
306,1,TRUMPPPP
307,1,All 10 points are great and will help Vanderbilt be the college all other universities should strive to be.
308,0,"This compact is disguising pushing ideals of the Trump administration with language about students rights and neutrality. I fear that this act would allow the administration to shut down valuable classes and departments that provide genuine help to students on our campus, making them feel more included, such as the department of Gender and Sexuality Studies. Additionally, it should be noted that in Biology classes, we are taught the process of human development and fetal development and it is never stated that there are biologically more than one two genders. I'm not sure why they are making it seem like this is not the case. I fear that signing this compact would put us as an institution at the mercy of the Trump administration, and it will create harmful barriers and rhetoric towards certain minority groups here on campus, such as the LGBTQ+ community and international students."
309,0,trump sucks and is actually bonkers; vanderbilt has a deep history with inclusion and international students and would be insane to sign this
310,0,"The section of “purposefully punish, belittle, and even spark violence against conservative ideas.” violates Vanderbilt's policy of institutional neutrality."
311,0,This would devalue my education.
312,0,"Signing the contract in my opinion is just a sign of complicity. The demands/requirements from the trump administration won’t stop changing and becoming more oppressive, and by signing it, we’re acquiescing to the Trump administrations demands now and in the future."
313,0,"Academic freedom should not be compromised with compliance to a specific set of political ideals. The financial benefits of this compact coming at the expense of reinforcement of conservative beliefs is a clear breach of Vanderbilt’s pride of social integrity, to which signing this compact would give unorthodox preference to the Trump Administration’s policies. In accordance to Vanderbilt’s Community Creed, we must not give into this perversion of our commitment to equity and personal freedom."
314,1,"I 100% agree with the idea that by including race or gender quotas in the admission process, we contradict the fact that merit and character should be the primary considerations in getting into Vanderbilt. I would also like to know what the Trump administration will define as ""hard sciences""."
315,0,Say no to trumps fascist ideology!
316,0,Signing it would be the opposite of institutionally neutral
317,0,needs revisions
318,1,It offers free tuition to any hard science majors which would be a huge help to me and my family
319,0,I’m an international student
320,0,It goes against much of what Vanderbilt has worked towards for years. What is the point of a university that signs this compact? It is despicable to even consider it.
321,0,"While some things may be beneficial, many take away from our free speech, opinions, and identities."
322,0,An overreach of the government in our private institution. Agree with some things but not others and not the principle of what it means to sign something like this.
323,0,"I believe that this goes against our said freedoms. These guidelines are actively restricting people from freedom of expression and you cannot impose unfair rules that make our university’s environment more difficult than it already is. They are taking away our diversity in the school as well and imposing beliefs that not everyone believes in, nor should they have to believe in. This will only cause more harm to the students and their futures. If Vanderbilt is really a school that welcomes a curious and diverse environment, why would we ever sign a document that calls for a conformist and uniform environment?"
324,0,Fascism has no place at Vanderbilt
325,0,"Limiting free speech, international limit wouldn’t effect us, don’t meet “hard science” cut off so that won’t help students"
326,1,I support the president
327,0,"If Diermeier is as intent on protecting political discourse and maintaining principled neutrality, agreeing to this compact would be wholly against his core values. Regardless of political affiliation, uplifting one-sided ideas in return for more money is wrong! Vanderbilt also prides itself on being a beacon for global-mindedness. What kind of message would it send if we agree to limit the opportunities of people from across the world who are well-qualified to earn an education at a top-tier university? Not only should we not sign this compact, but the students and those affiliated with Vanderbilt deserve a statement or a comment from Diermeier - whatever decision he makes."
328,0,"I believe that by accepting and signing this compact, Vanderbilt has done a disservice to the body of students it has declared it is representative of. Capping international student admissions at 15% is not only an outspoken stance against their place in this institution, but a discrimination against a large percentage of the student body that represents Vanderbilt now and in the past. Regardless of the amount of international students we admit to this day, placing a cap on their ability to succeed in the admissions process is in complete contradiction of the holistic approach that Vanderbilt claims to take when making admissions decisions. In regard to adhering to the strict definitions of gender, I believe that Vanderbilt faces not only backlash but a large percentage of the student body who will feel uncomfortable and unsafe at this institution."
329,0,"I do not believe that the federal government should have sway over universities regardless of whether the policies are to the right, left, or anywhere in between"
330,0,trump wants higher education to lose diversity and to turn this country back to pre-segregation era. Vanderbilt should never bow down to the trump administration.
331,0,Why are we willing to fold and give into the federal government now. What happened to the acclaimed principled neutrality? There is nothing neutral about this- it is undeniably promoting a single political ideology.
332,0,"While I would love tuition to be frozen for the next 5 years, I do not like the idea of being put under a regulation that can infringe upon our ability to criticize the governments future actions. These so called “benefits” are ultimately a way to sway the audience in the favor of the compact - and I do not agree with such ideals."
333,0,Absolutely not. Violating our Student Handbook is already a huge red flag. Tying university policies in a legal agreement that simply serves a political agenda is interference from the government at an unprecedented level. The government should not be leveraging federal funding to gain control and oversight over private institutions as this is extremely concerning.
334,1,"I don’t see many ways which this changes the current stance of the university. One that may go against typical stances is the gender statement. Though this may be a change in typical stance of most students, we are a research and science university. If we cannot accept the scientific fact that women are women and men are men then we go against our identity as a university. Identifying and claiming to be may be two different things. A woman being a biological woman and an identified woman being someone who was uncomfortable with a prior title they had."
335,0,"Although students may agree with some of the points, I disagree with permitting government involvement in the workings of private institutions and professors to such a degree; I also disagree with the demands to ""screen out students who demonstrate hostility to the United States, its allies, or its values"" and define gender categories based on reproductive criteria."
336,0,"This compact is the complete opposite of human rights. Removing our freedom of speech, education, college affordability, and unity rights."
337,0,"Allowing/forcing Vanderbilt to hire off of people’s political views compromises the values of higher education. Additionally, the language on abolishing clubs that challenge republican ideologies goes against free speech, and I would not be proud to go to an institution that pushes for that."
338,0,One of Vanderbilt’s core appeals is how diversifying the courses are. They not only engage students but challenge them to think beyond their personal scopes and outside their comfort zones. How can the university pride its self on being well rounded if its strips the core aspect of what feed this notion.
339,0,We should not succumb to this administration
340,1,"1 - In light of the Charlie Kirk passing, I think it is important that an educational institution should dedicate necessary resources to ensure free speech. 2 - Preventing the costs of college from rising significantly while being more transparent about their data will always be positive. We should already have this data in the first place. 3 - There should already be no race/sex discrimination when hiring and Universities should all be politically neutral."
341,0,"The wording surrounding ""belittling conservative ideas"" is very ambiguous and would give the government unprecedented oversight over the university. This compact clearly favors one ideological stance and  directly opposes our policy to maintain institutional neutrality."
342,0,"We cannot have justice department oversight over whether institutions are meeting the restrictions on free speech of faculty members as defined by the presidential administration. We cannot threaten students’ rights to assemble simply because it goes against the government’s interests. The Compact’s implicit threat to remove funding at any time for noncompliance after universities sign is inherently unconstitutional as per the conditions doctrine, and Vanderbilt should not legitimize this Compact with a signature."
343,0,"Trump is a fascist. Fascists are evil. Bending the knee to fascists is a terrible and weak thing to do. Furthermore, bending the knee to fascism erodes the “principled neutrality” Chancellor Diermeier claimed to cherish. If Chancellor Diermeier wants Vanderbilt students to respect him at all he will give the Trump regime the legal/political equivalent of a middle finger."
344,0,We should not be limiting enrollment of international students.
345,0,"I believe that the compact infringes on academic independence and also violates our adherence to neutrality. Not only does it harm international students and other marginalized communities but the free speech of the students in general, which in turn affects the way ideas are born and shared in our compus. Additionally, the compact itself is too vague, what in their eyes does it mean to ""belittle"" conservative ideas, and in turn, what would this punishment look like? This institution is a hub of innovation and research due to the range of experiences, mutual engagement in critical thinking, collaboration, free dialogue and inquiry we are able to partake in, is it worth killing these concepts that set us part from other institutions in favor of preferential access to federal grants?"
346,0,"As an African American female student of Vanderbilt university, I know how much race and gender have impact my life everyday. I believe moments of trauma, bias, and oppression should be considered in admissions!"
347,0,"This compact limits the freedoms of university affiliated individuals, perpetuates reductive perspectives on the lives and experiences of students and staff, and creates even greater barriers for students who are already disadvantaged or marginalized by already existing contexts"
348,0,"I think some of the regulations in the compact are positive and some are negative. Regardless, I do not believe that Vanderbilt should be beholden to the whims of the government in such a manner. Submitting to specific rules in exchange for preferential treatment feels morally reprehensible at face value. I believe this administration does not share Vanderbilt's belief in the value of higher education, the value of dialogue, and critical thinking. I believe this contract does not align with Vanderbilt's position of principled neutrality. I also fear the implications this contract may have on the administration's ability to interfere with Vanderbilt's activity further down the line. Who knows what kind of justification this would offer for investigation and interference? Who knows how partisan the next version of the contract will be? I strongly urge Vanderbilt to stand up for the independence of universities, and to reject what is essentially a bribe for compliance. We should not operate in fear of retaliation."
349,0,This is ridiculous
350,0,I see this compact as just one of the many overreaches of this administration. Universities must remain independent as they are needed as the producers of free thought and innovation. To submit to this Compact would completely surrender that privilege.
351,0,"Scary to give him the power to make these decisions based on his opinion. Purposely vague in order to get universities to sign, good idea in theory but will be executed poorly."
352,0,Restriction on education is the first step towards authoritarianism
353,0,"This compact will be absolutely destructive to free speech. How can a university claim to be neutral if they sign a pact with a clear political agenda to discriminate against already-vulnerable minority groups? Cutting back international acceptance rates will weaken our ability approach complex issues in policy and healthcare from various angles, and putting protection on *only* conservative speech is exactly how a majority silences opposition in order to control dissent. This compact is not about academic integrity. It is about ending the ability of promising young thinkers to visualize change and enforcing old, stale ideas upon them. The university should improve dialogue programs instead of agreeing to vague guidelines that threaten our ideal of daring to grow."
354,0,The long-term good is the short-term good. Always.
355,0,"I think a lot of the proposals are good, but I don’t agree with capping the international enrollment at 15%"
356,0,Some of the clauses are reasonable but some of them are so unreasonable that it makes the entire thing atrocious. The tuition hold is a great idea but some of them are terrible.
357,0,"“Take action against department which “Purposely punish” belittle, and even spark violence against conservative ideas” defeats the purpose of the first amendment. Chancellor Diermier expressed that Vanderbilt doesn’t choose a side, we all have our ideas and beliefs within the campus. With this compact being signed we move away from this truth Vanderbilt stands for."
358,0,I think its for the best of colleges to remain free and independent of political overreach by the government
359,1,"Tuition is rapidly rising each year for several top universities, freezing this helps relieve monetary stress on students. Due to certain events, protecting individual voice is necessary. By removing provisions that may make admissions less objective and standardized, we can embrace individual merit."
360,0,"This compact serves to restrict freedom of speech through the protection of some beliefs. If we want to be able to have open discourse and build civility and a strong community, we have to have free speech protected to the fullest extent. This compact stifles first amendment rights - instead of restricting what people say, we must focus on how to disagree and cool temperatures during discussions."
361,0,"I think none of the universities should sign the compact on principle. Such a close intervention by the federal government into universities is a very dangerous precedent to set. I am not against all parts of the compact, but restrictions on protests and political expression particularly worry me. However, I am concerned that losing access to preferential funding will irreparably damage Vanderbilt University."
362,0,I disagree it goes against the basis of meritocracy in regards to capping international students. Also the language is vague enough for people to interpret and leverage in not nice ways.
363,0,Don’t take the money that gives too much power to the government
364,0,"We should do some of the politically neutral things without signing the form such as the tuition freeze, controls on the administrative costs, etc. because they are the right thing to do. The controversial items on the compact may reduce the appeal to some students and cause certain desirable faculty members to leave. Additionally, we introduce the possibility of a presidential administration in the future who disagrees with the Trump administration deciding that they should punish us for signing the compact, and the Trump/Vance administration adding more terms for funding as time goes on that may align with the university’s mission. I do not believe that there will be some boilerplate contract that is created that will ensure we get any sort of permanent funding increases."
365,0,"Concerning route for Vanderbilt, little benefits packaged with agenda"
366,0,The government has no place in mandating what ideals a private university can or cannot teach. This is an infringement on the rights of an institutionally neutral academic space.
367,0,"To me, I would see this as a clear departure from Vanderbilt's historical value of political neutrality in its academics."
368,0,"As a queer student, conservative ideas directly harm me such as how marriage being between a man and woman. That idea directly affects me and can make me feel unsafe."
369,0,Institutional Neutrality
370,0,It is an example of governmental overreach over our institution and takes away freedom of decision from the University.
371,0,The clause aimed at protecting conservative values does not align with the institutional neutrality Vanderbilt was founded on.
372,0,Vanderbilt would compromise its institutional neutrality by signing the compact
373,1,Too much international
374,0,"I don’t like the precedent it sets. I don’t want to represent a university that bends to the will of the US government. As it stands they say jump we say how high, and I don’t think we’re asking for enough before that. There’s not incentive for us as an institution. I think it violates our institutional neutrality if we conform to their idea of gender."
375,0,"Seems too meddlesome, and deals with too many things at once. Also sets terrible precedent for future."
376,0,"so many things are wrong with this- there are many discriminatory factors that come into play when signing this- for one, ACT/SAT tests have a lot of racial and wealth inequality as students from higher income levels are able to afford to retake the test and pay for tutors while students from lower income levels are not —> there is nothing to account for these economic disparities other than allowing students to apply test optional; additionally, if we sign this, then what will we have to sign next and this doesn’t fall within our neutrality stance"
377,0,It gives the federal government needless control over our education and seeks to use our campus as a tool to promote a political agenda by aligning the university with the politics of the Trump administration. It hands over much of the university's power and autonomy to a politican who has already caused great damage and harm to many across the country and world and whose political postions are found unfavorable by the majority of the Vanderbilt community.
378,0,"I don't think the University should sign any compact, the government shouldn't have control over how the university chooses to operate if it's a private school"
379,0,It goes against Vanderbilt's entire philosophy of institutional neutrality. Furthermore it sets a dangerous precedent that favors one side of political thought.
380,0,"I am hopeful that there is little deliberation on the Trump administration’s compact, as I believe even the mere consideration of such agreement is shameful. A key pillar of the compact — taking actions against departments punishing or belittling ideas—goes against everything Vanderbilt stands for. What constitutes belittling — anything that’s not conservative? By agreeing to such terms, the university would simultaneously be surrendering its values of “dialogue” and being a place where conversation happens. Instead, Vanderbilt would be opening itself up to shutting down any non-conservative speech. The university would be complicit in, and actively supporting, the incremental, yet deeply consequential steps the Trump admin is taking to infringe upon constitutional values and weaponize government resources in pursuit of a political agenda. Such action is shameful and goes against everything Vanderbilt claims it stands for."
381,0,"These terms are absolutely ridiculous. The only thing that makes sense and would benefit the incoming student body is the tuition rate freeze. But overall, this agenda will marginalize students who aren't from a specific socioeconomical background.  It also places unfair judgement upon individual career / educational choices. The nature of one's major should not determine eligibility on receiving merit-based scholarships. The concept of having this compact already violates the purpose of having a private institution. The government should not be allowed to insinuate its own agenda in private institutions. Asking for such compliance in return of federal favor violates a private university's autonomy in its policy and values. Higher education should not ingratiate with the federal government. Education should not follow a certain doctrine nor only be granted to a small group of people with immense privileges. If ""what people are"" can now come to determine their eligibility for an education, how different is this system from hundreds of years ago?"
382,0,"Institutional neutrality, intellectual freedom and integrity."
383,0,"Don’t want grade deflation, point about shutting down anything against conservative ideas seems scary"
384,0,"Vanderbilt shouldn't bend it's knee to this regime---as representatives to a diverse student body that wants to be on the right side of history, they should stand up for the rights of our students and the American people no matter their identity, creed or origin. Following Harvard's example from earlier this year, Vanderbilt should stand up for itself and oppose the Compact and everything it stands for."
385,0,"it explicitly states that it will regulate our speech for ""neutrality"" and then defines neutrality as no anti-conservative opinions. letting the government create infrastructure to oversee our curriculums, professors, students, and speech so it can pull funding (while stating the university is liable to pay it all back) whenever it sees something it dislikes is going to ruin our university, and result in us losing a good portion of incoming applications and our credibility as an academic institution"
386,1,"While there is little trust with the current administration, and funding for higher education should not be contingent upon a single administration's political beliefs, Vanderbilt has the opportunity to both secure financing and largely retain its existing practices and values. In fact, looking over the outline, much of the compact seem flexible and nuanced."
387,0,"While free tuition for science students (which I am) and freezing tuition is appealing, actively limiting the amount of international students and choosing to protect conservative voices in particular is not an equal tradeoff. Limiting our international body forces us to turn away bright and capable minds from across the world simply because of a quota, Vanderbilt is not an institution run by the American government and thus has no obligation to prioritize the American people, but rather view all applicants as equal. Similarly, the current Trump administration’s view on “conservatism” is increasingly detached from regular political discussion and further into radical ideology that divides people, such harmful speech need not be protected speech."
388,0,We will go down on the wrong side of history if we sign.
389,0,The President should not be controlling operations of a private university.
390,0,It sets a concerning precedent for what the government can control. I personally do not agree that many of the expectations in the compact would benefit the university and would rather harm the very fabric that makes Vanderbilt so special.
391,0,"Vanderbilt shouldn't accept abuse, belittlement, and manipulation from Trump. Fight back."
392,0,DO NOT SIGN
393,0,"short-sighted, counter-intuitively xenophobic"
394,0,"The differential funding of higher education based on capitulation to a government agenda is anti democratic and a complete disgrace to the institutional neutrality that Vanderbilt claims is important to them. While some ideas in the compact are not bad (the requirement to use endowments for students tuition, declaring foreign investments in university) there is far too much transphobic and anti-DEI language in their that will directly harm members of the Vanderbilt community."
395,0,"I have my personal moral and philosophical reasons why signing it would be a terrible idea, but a stronger argument from an administrative perspective is that if we are to follow our “institutional neutrality” policy we cannot implement a political ideology on campus, especially as part of a quid pro quo transaction with the federal government."
396,0,trump just wants control at this point and if diermier goes through with this then our institutional neutrality stance is complete bs
397,0,"The terms are way to broad, and once signed I think that it will give too much power to the federal government"
398,0,"This goes against the whole idea of what Vanderbilt prides itself on: Universities must reform or remove units that “punish, belittle, or incite violence against conservative ideas,” while still enforcing rules against harassment and incitement."
399,0,"So so many reasons, but tuition should not be granted towards major or career interest. As a student pursuing medicine, I would not be able to attend Vanderbilt without financial aid. I imagine the same goes for many other Vanderbilt students— not just in the field of pre-medicine. Your goals and aspirations should not put you at risk of not receiving funding towards an education."
400,0,Trumps attempts to control and regulate college education is a threat to our democracy
401,0,"This is a blatant power grab by an aspiring autocratic regime. American democracy can survive this unprecedented attack on our freedoms, but only if we stand strong in a united opposition to executive overreach. We must maintain our freedoms and independence at all costs."
402,0,Maintaining institutional independence
403,0,"This is an extreme overreach of federal power and this compact is undoubtedly a political trap. No government should be allowed to impose ideological oversight on what is or isn’t allowed to be taught or researched in our university. It is simply unethical, and this compact is a trap to set the stage for academic compliance to government demands. In essence, it is a thinly veiled threat, of which provisions of what is is isn’t allowed at the university is up to the government’s discretion, which so far doesn’t have a great track record for supporting funding for scientific or even medical research. Although some requirements may be undeniably reasonable, such as freezing tuition rates or providing free tuition for hard sciences (depending on your opinions), it is the principle of signing such a political compact that goes against our university’s claimed principle of neutrality. Vanderbilt, and all universities in the compact, must take a stand against the government’s attempt at interfering with the freedoms of higher education. Not doing so would set a terrible precedent, and force Vanderbilt to be compliant with a government that has proven already to be against the principles of academia."
404,0,Getting rid of race & gender in admissions will exacerbate systemic inequities.
405,0,"The US government should not dictate what types of ideas a private university does or does not allow. This is federal overreach and can easily be used to cut ideas that the Trump administration does not approve of. It would be catastrophic for any Gender Studies students, Political Science students, likely history students, and most in the humanities. This clearly also emphasizes hard science majors, furthering the chances that liberal arts students (who are largely more likely to be left-leaning) have their opportunities restricted. It represents nothing but partisanship and overreach, and I would be ashamed of Vanderbilt for signing."
406,0,"While freezing tuition and providing full tuition for those studying STEM and other intensive subjects, Vanderbilt must not surrender one of the foundational tenets it was built upon (discussion of the liberal arts and a place to study all fields) and dedication to institutional neutrality. By complying with Trump's compact, we will lose the ability to provide a safe place for fostering diverse and sometimes conflicting opinions. The government should have no influence over what is to be taught in private schools."
407,0,"This bullet caught my attention as the most unacceptable agreement: Departments that target conservative views: Universities must reform or remove units that “punish, belittle, or incite violence against conservative ideas,” while still enforcing rules against harassment and incitement."
408,0,"the pact has too vague of rules in what they want us to do, and I'm afraid they did this on purpose to start making more specific rules and make us comply to everything if we agree to the pact. I sincerely hope Vanderbilt remains as unaffected as possible by Trump's rule and tyranny until he leaves office."
409,0,"Vanderbilt needs to stand up for our students’ free expression of ideas, which this compact clearly prohibits."
410,0,"I do not agree with the restrictions on speech, behavior, etc that this contract would require. I would take away all integrity of this institution as a place of learning and discussion."
411,0,"I agree with freezing tuition rates, and I think the university should provide more financial assistance to students. I disagree with the rest of the compact."
412,0,"By signing this Compact, Vanderbilt would surrender its institutional autonomy and set a catastrophic precedent. Once this door is opened, the university signals that a political body can dictate its fundamental policies. While these initial demands may appear 'reasonable' on the surface, history shows that compliance only emboldens the demanding party. This Compact is not the final offer; it creates an expectation of submission, ensuring that future political policies will only become more severe, intrusive, and corrosive to the core mission of higher education. This is not a blueprint for academic excellence; it is a framework for state control, imposing ideological compliance akin to the demands enforced by authoritarian regimes like the Chinese Communist Party, and betraying everything America stands for."
413,0,"The rules outlined in the compact are a clear violation of institutional neutrality, free speech, and student belonging. Not only would signing this compact fly in the face of Vanderbilt's values, it would also give the Trump administration leverage to further misuse executive power to force campuses to abide by an ideological agenda, breaking any semblance of academic freedom and self-governance in higher education."
414,0,"This compact is a complete and utter infringement on free speech, and the higher education community would be negatively impacted across the board."
415,1,More funding! Our neutrality principle already covers any arguments that we are preferential to any ideas.
416,0,"I think that signing this compact with the Trump administration is detrimental and would effectively chain the university to him. Furthermore, although there are some parts of the compact I agree with, they are outweighed by the negative effects this compact would have, and also, if we agree to this now, there is high chance that Trump will impose more conditions in the future. Trump is not someone you can negotiate with in good faith."
417,0,"Certain parts sound great, but overall it would violate institutional neutrality."
418,0,"Don’t let the government control private institutions, and threaten to hold funding if they don’t comply."
419,0,The section on conservative ideas gives space to argue against any protest or speech under the guise of it opposing conservative ideas. We would be removing any opposition to “conservative ideas” and making it dangerous for students to speak out against stuff they don’t agree with
420,0,The requests are very broad and loosely defined. The requests make an inherent implication of political suppression that I disagree with.
421,0,"There isn't a point in putting a cap on how many international students should be allowed in. Also the government shouldnt be able to ""punish"" entire departments within universities, unless there's a lawsuit or something going on, I don't think that conservative voices should be erased, but there are some really dangerous ideas that have been promoted under the guise of ""conservative values"""
422,0,"Although funding is crucial for Vanderbilt to continue its research and reputation, it is not something that can be attained by compromising its values. The diverse student body is what makes Vanderbilt unique. Vanderbilt only thrives because it has students and faculty from different parts of the world and with different points of view. Adhering to Trump's restricting compromises is not beneficial to Vanderbilt. If Vanderbilt chooses to accept the money from the president, then the school is letting down its students, faculty, and alumni."
423,0,does not allow for free speech and is basically erasing members of the lgbt community
424,0,Vanderbilt is a neutral party and should not bend its head to a man trying to force academic institutions into his grasp
425,0,There are some good parts but if we are truly committed to being neutral than we will do what we want and not succumb to what an administration wants.  I think there is a danger in punishing speech that goes against conservative views.  I like the capping international students and freezing tuition.  I also wouldn’t be here per the test requirement so I don’t like that.  There are some good parts and some terrible parts.
426,0,"Limiting enrollment from other countries means that people aren't being admitted based on merit. Saying no to students that are otherwise a great fit for our school on the basis of their nationality and ethnicity is unfair because that is not something they choose is not fair. That does not sound like the American Dream that this country was founded on. That does not sound like the ""land of equal opportunity""."
427,0,"Agreeing the the compact as is a blatant insult to the American constitution and broad attack on students all across the country. The adminstration should serve to protect students not hinder them, and all those who come to learn, teach and share ideas. The Compact should not be signed."
428,1,Because it’s common sense
429,0,Agreeing to this compact would go against everything Vanderbilt stands for.
430,0,The federal government should not be deciding which universities deserve funding based off a loyalty test.
431,0,"I don’t want the federal government gaining any additional control over Vanderbilt’s practices and policy, and this just opens the door to them, and risks future overreach."
432,0,"I feel like reforming or removing organizations that speak against conservatives and their view points is an act against freedom of speech, so I believe that the compact contradicts itself."
433,0,"Some concerns:  - Standardized test requirements: Not everyone has equal access to standardized tests. The SAT and ACT both come with fees, and fee waivers only cover up to two takes of these tests. Requiring standardized tests creates a disadvantage for low-income students as, unlike high-income students, they do not have the means to take these tests frequently to get the scores expected at Vanderbilt. I was not test-optional, and fortunate enough to be able to take the ACT as much as I could, but knew several brilliant students in my rural Tennessee community who were limited by how many tests they could afford to take.  - Race/Sex in Admissions: I am a firm believer that admissions should consider the unique situation of every student. Students’ grades, test scores, and extracurricular opportunities that all play a role in their admissions success are heavily reliant on their personal circumstances. People are still discriminated against for their race or sex, which may have a negative effect on their circumstances. I am a white woman, so any consideration of race or sex in admissions would likely be a net neutral for me, but I believe not considering the unique situation of every student paves the way to elite schools like Vanderbilt being only accessible to those who aren’t disadvantaged, creating education gaps and homogeneity of ideas on campus.  - Definition of Sex:  Whether the government acknowledges it or not, modern academics of social sciences and biology have agreed that sex and gender are separate and gender is a social construct. To use the administration’s definition that conflates the two, we restrict our top academics and researchers in social sciences to conform to a notion that has largely been accepted as incorrect in their fields. If we restrict the university’s academics and researchers from teaching and articulating the latest knowledge in their fields, then we jeopardize Vanderbilt’s position as a leading university. - International student cap and “foreign ties”: The United States should take pride that its universities attract students from all over the world, not discourage it. Though I am not an international student, I believe their presence on campus is nothing but beneficial. Restricting and discriminating against international students restricts the diversity and amount of ideas and knowledge that we have at Vanderbilt, which should instead promote diversity of ideas as a learning institution. - Free-speech, neutrality, and anti-conservative departments: I don’t believe that we need to double down on policies that are “against disruptions that block classes or events” as this is vague and can and will be used against student protestors by the government, especially since the compact demands DOJ overreach into the school. Barring anti-conservative views but not anti-liberal views is also contradictory to neutrality. - Expand tuition waivers for “hard-science” majors: As someone who is an engineering major, something likely considered “hard-science”, this policy would only benefit me. I still strongly disagree with its implementation as students should not receive different treatment based on their major. It supports the narrative that social sciences or other fields of study are not as important as ‘actual science’, which is far from the truth; even as an engineering major, I would not be where I am at today without the critical thinking and writing skills I developed in my social science courses. Students will be discouraged from applying to non-“hard-science” majors which would create a surplus of “hard-science” majors. This push by the government seems inconsistent with the policies they’ve already implemented: if this administration promotes a surplus of science majors while at the same time pushing policies that cut funding for scientific research, then it simply increases the amount of science majors who are unable to find jobs due to these cuts."
434,1,More money more money
435,0,Vanderbilt’s commitment to Institutional neutrality and freedom of speech is too important to compromise.
436,0,"Vanderbilt University’s mission lies in the quest to bring out the best in humanity—pushing new ideas into the frontiers of discovery, challenging the limits of what’s possible and working diligently in the service of others. I believe that the best way to do that is to retain our own ability to govern, and not cede that power to the federal government. The wording of the compact, as I see it, offers the promise of nebulous access to additional federal funding in exchange for greater oversight and changes into the educational policies and procedures that the faculty senate has assiduously crafted. Additionally, as an employee of VUMC, our credo describes our definition of excellence in health care, research, and education. I feel tension between goals and motivations of the two institutions and am concerned that if we do agree to this compact, our shared vision for excellence will be disrupted even further.   Unless the senior administration of VU and VUMC determines that the goals and perspectives of the compact are fully aligned with our mission and strategic objectives, I urge them to reject the compact. Instead, I ask that we reaffirm our commitments and distinctives that define us, not by conforming to external pressures, but by staying true to who we already are."
437,0,"There are definitely parts of it I agree with and a lot of others that I don't. I think it is very spilt, and I think about a third to a half of the things on the list would benefit Vanderbilt, but a lot of them would hurt it. I strongly advise against Vanderbilt signing it as is."
438,0,The government shouldn’t try to bribe or coerce higher education institutions. We need to be autonomous; bootlicking won’t save us.
