ccode,stateabb,year,mil_indicator,amount
471,CAO,2001,spending,120000
471,CAO,2001,personnel,22
471,CAO,2002,spending,146000
471,CAO,2002,personnel,23
471,CAO,2003,spending,258000
471,CAO,2003,personnel,23
471,CAO,2004,spending,286000
471,CAO,2004,personnel,23
471,CAO,2005,spending,222000
471,CAO,2005,personnel,23
471,CAO,2006,spending,257000
471,CAO,2006,personnel,23
471,CAO,2007,spending,297000
471,CAO,2007,personnel,14
471,CAO,2008,spending,306000
471,CAO,2008,personnel,14
471,CAO,2009,spending,344000
471,CAO,2009,personnel,14
471,CAO,2010,spending,339000
471,CAO,2010,personnel,14
471,CAO,2011,spending,348000
471,CAO,2011,personnel,14
471,CAO,2012,spending,355000
471,CAO,2012,personnel,14
471,CAO,2013,spending,393000
471,CAO,2013,personnel,14
471,CAO,2014,spending,410000
471,CAO,2014,personnel,14
471,CAO,2015,spending,355000
471,CAO,2015,personnel,14
471,CAO,2016,spending,393000
471,CAO,2016,personnel,14
475,NIG,1960,spending,15962
475,NIG,1960,personnel,5
475,NIG,1961,spending,23243
475,NIG,1961,personnel,6
475,NIG,1962,spending,31924
475,NIG,1962,personnel,7
475,NIG,1963,spending,42565
475,NIG,1963,personnel,25
475,NIG,1964,spending,53206
475,NIG,1964,personnel,25
475,NIG,1965,spending,63568
475,NIG,1965,personnel,25
475,NIG,1966,spending,61327
475,NIG,1966,personnel,30
475,NIG,1967,spending,88491
475,NIG,1967,personnel,35
475,NIG,1968,spending,118454
475,NIG,1968,personnel,85
475,NIG,1969,spending,297676
475,NIG,1969,personnel,110
475,NIG,1970,spending,169420
475,NIG,1970,personnel,200
475,NIG,1971,spending,208645
475,NIG,1971,personnel,320
475,NIG,1972,spending,230921
475,NIG,1972,personnel,305
475,NIG,1973,spending,268421
475,NIG,1973,personnel,305
475,NIG,1974,spending,317530
475,NIG,1974,personnel,300
475,NIG,1975,spending,620384
475,NIG,1975,personnel,270
475,NIG,1976,spending,670468
475,NIG,1976,personnel,270
475,NIG,1977,spending,785742
475,NIG,1977,personnel,300
475,NIG,1978,spending,723404
475,NIG,1978,personnel,204
475,NIG,1979,spending,739557
475,NIG,1979,personnel,164
475,NIG,1980,spending,701754
475,NIG,1980,personnel,150
475,NIG,1981,spending,893444
475,NIG,1981,personnel,144
475,NIG,1982,spending,1671002
475,NIG,1982,personnel,144
475,NIG,1983,spending,1451008
475,NIG,1983,personnel,144
475,NIG,1984,spending,1215983
475,NIG,1984,personnel,144
475,NIG,1985,spending,1093000
475,NIG,1985,personnel,134
475,NIG,1986,spending,673040
475,NIG,1986,personnel,138
475,NIG,1987,spending,202130
475,NIG,1987,personnel,138
475,NIG,1988,spending,283340
475,NIG,1988,personnel,107
475,NIG,1989,spending,253000
475,NIG,1989,personnel,107
475,NIG,1990,spending,284270
475,NIG,1990,personnel,94
475,NIG,1991,spending,243720
475,NIG,1991,personnel,94
475,NIG,1992,spending,176900
475,NIG,1992,personnel,76
475,NIG,1993,spending,210000
475,NIG,1993,personnel,76
475,NIG,1994,spending,1191000
475,NIG,1994,personnel,80
475,NIG,1995,spending,1507000
475,NIG,1995,personnel,80
475,NIG,1996,spending,1913000
475,NIG,1996,personnel,80
475,NIG,1997,spending,1965000
475,NIG,1997,personnel,76
475,NIG,1998,spending,2143000
475,NIG,1998,personnel,76
475,NIG,1999,spending,2237000
475,NIG,1999,personnel,77
475,NIG,2000,spending,518000
475,NIG,2000,personnel,76
475,NIG,2001,spending,516000
475,NIG,2001,personnel,78
475,NIG,2002,spending,901000
475,NIG,2002,personnel,78
475,NIG,2003,spending,478000
475,NIG,2003,personnel,78
475,NIG,2004,spending,572000
475,NIG,2004,personnel,78
475,NIG,2005,spending,854000
475,NIG,2005,personnel,79
475,NIG,2006,spending,768000
475,NIG,2006,personnel,79
475,NIG,2007,spending,980000
475,NIG,2007,personnel,85
475,NIG,2008,spending,1339000
475,NIG,2008,personnel,80
475,NIG,2009,spending,1505000
475,NIG,2009,personnel,80
475,NIG,2010,spending,1519000
475,NIG,2010,personnel,80
475,NIG,2011,spending,2249000
475,NIG,2011,personnel,80
475,NIG,2012,spending,2033000
475,NIG,2012,personnel,80
475,NIG,2013,spending,2143000
475,NIG,2013,personnel,80
475,NIG,2014,spending,2253000
475,NIG,2014,personnel,80
475,NIG,2015,spending,1884000
475,NIG,2015,personnel,80
475,NIG,2016,spending,1734000
475,NIG,2016,personnel,80
481,GAB,1960,spending,500
481,GAB,1960,personnel,0
481,GAB,1961,spending,1000
481,GAB,1961,personnel,0
481,GAB,1962,spending,1503
481,GAB,1962,personnel,0
481,GAB,1963,spending,2504
481,GAB,1963,personnel,1
481,GAB,1964,spending,2001
481,GAB,1964,personnel,1
481,GAB,1965,spending,3002
481,GAB,1965,personnel,1
481,GAB,1966,spending,3002
481,GAB,1966,personnel,1
481,GAB,1967,spending,3002
481,GAB,1967,personnel,1
481,GAB,1968,spending,3002
481,GAB,1968,personnel,1
481,GAB,1969,spending,3484
481,GAB,1969,personnel,1
481,GAB,1970,spending,3000
481,GAB,1970,personnel,1
481,GAB,1971,spending,5463
481,GAB,1971,personnel,1
481,GAB,1972,spending,6669
481,GAB,1972,personnel,2
481,GAB,1973,spending,9461
481,GAB,1973,personnel,2
481,GAB,1974,spending,10628
481,GAB,1974,personnel,2
481,GAB,1975,spending,16853
481,GAB,1975,personnel,3
481,GAB,1976,spending,20114
481,GAB,1976,personnel,3
481,GAB,1977,spending,28929
481,GAB,1977,personnel,4
481,GAB,1978,spending,53891
481,GAB,1978,personnel,4
481,GAB,1979,spending,67746
481,GAB,1979,personnel,5
481,GAB,1980,spending,75102
481,GAB,1980,personnel,5
481,GAB,1981,spending,81231
481,GAB,1981,personnel,7
481,GAB,1982,spending,78662
481,GAB,1982,personnel,7
481,GAB,1983,spending,73453
481,GAB,1983,personnel,7
481,GAB,1984,spending,67665
481,GAB,1984,personnel,7
481,GAB,1985,spending,79020
481,GAB,1985,personnel,7
481,GAB,1986,spending,149000
481,GAB,1986,personnel,9
481,GAB,1987,spending,128000
481,GAB,1987,personnel,9
481,GAB,1988,spending,153770
481,GAB,1988,personnel,8
481,GAB,1989,spending,145790
481,GAB,1989,personnel,10
481,GAB,1990,spending,100000
481,GAB,1990,personnel,9
481,GAB,1991,spending,-9
481,GAB,1991,personnel,10
481,GAB,1992,spending,-9
481,GAB,1992,personnel,7
481,GAB,1993,spending,-9
481,GAB,1993,personnel,7
481,GAB,1994,spending,95000
481,GAB,1994,personnel,6
481,GAB,1995,spending,102000
481,GAB,1995,personnel,7
481,GAB,1996,spending,114000
481,GAB,1996,personnel,7
481,GAB,1997,spending,115000
481,GAB,1997,personnel,10
481,GAB,1998,spending,135000
481,GAB,1998,personnel,7
481,GAB,1999,spending,135000
481,GAB,1999,personnel,7
481,GAB,2000,spending,125000
481,GAB,2000,personnel,5
481,GAB,2001,spending,120000
481,GAB,2001,personnel,5
481,GAB,2002,spending,13000
481,GAB,2002,personnel,5
481,GAB,2003,spending,15000
481,GAB,2003,personnel,5
481,GAB,2004,spending,17000
481,GAB,2004,personnel,5
481,GAB,2005,spending,114000
481,GAB,2005,personnel,5
481,GAB,2006,spending,111000
481,GAB,2006,personnel,5
481,GAB,2007,spending,123000
481,GAB,2007,personnel,5
481,GAB,2008,spending,134000
481,GAB,2008,personnel,5
481,GAB,2009,spending,132000
481,GAB,2009,personnel,5
481,GAB,2010,spending,246000
481,GAB,2010,personnel,5
481,GAB,2011,spending,266000
481,GAB,2011,personnel,5
481,GAB,2012,spending,222000
481,GAB,2012,personnel,5
481,GAB,2013,spending,263000
481,GAB,2013,personnel,5
481,GAB,2014,spending,183000
481,GAB,2014,personnel,5
481,GAB,2015,spending,197000
481,GAB,2015,personnel,5
481,GAB,2016,spending,204000
481,GAB,2016,personnel,5
482,CEN,1960,spending,0
482,CEN,1960,personnel,0
482,CEN,1961,spending,822
482,CEN,1961,personnel,0
482,CEN,1962,spending,1001
482,CEN,1962,personnel,0
482,CEN,1963,spending,1001
482,CEN,1963,personnel,0
482,CEN,1964,spending,2001
482,CEN,1964,personnel,2
482,CEN,1965,spending,2313
482,CEN,1965,personnel,2
482,CEN,1966,spending,2382
482,CEN,1966,personnel,2
482,CEN,1967,spending,3832
482,CEN,1967,personnel,2
482,CEN,1968,spending,4493
482,CEN,1968,personnel,2
482,CEN,1969,spending,5878
482,CEN,1969,personnel,2
482,CEN,1970,spending,4865
482,CEN,1970,personnel,2
482,CEN,1971,spending,5297
482,CEN,1971,personnel,2
482,CEN,1972,spending,5202
482,CEN,1972,personnel,3
482,CEN,1973,spending,7256
482,CEN,1973,personnel,3
482,CEN,1974,spending,6931
482,CEN,1974,personnel,3
482,CEN,1975,spending,8277
482,CEN,1975,personnel,3
482,CEN,1976,spending,8013
482,CEN,1976,personnel,4
482,CEN,1977,spending,7652
482,CEN,1977,personnel,7
482,CEN,1978,spending,10144
482,CEN,1978,personnel,4
482,CEN,1979,spending,13971
482,CEN,1979,personnel,4
482,CEN,1980,spending,13902
482,CEN,1980,personnel,4
482,CEN,1981,spending,15030
482,CEN,1981,personnel,4
482,CEN,1982,spending,15630
482,CEN,1982,personnel,5
482,CEN,1983,spending,17823
482,CEN,1983,personnel,4
482,CEN,1984,spending,16209
482,CEN,1984,personnel,5
482,CEN,1985,spending,11811
482,CEN,1985,personnel,5
482,CEN,1986,spending,17004
482,CEN,1986,personnel,5
482,CEN,1987,spending,18670
482,CEN,1987,personnel,5
482,CEN,1988,spending,21980
482,CEN,1988,personnel,5
482,CEN,1989,spending,18000
482,CEN,1989,personnel,5
482,CEN,1990,spending,20851
482,CEN,1990,personnel,4
482,CEN,1991,spending,-9
482,CEN,1991,personnel,4
482,CEN,1992,spending,27960
482,CEN,1992,personnel,4
482,CEN,1993,spending,14100
482,CEN,1993,personnel,4
482,CEN,1994,spending,20000
482,CEN,1994,personnel,4
482,CEN,1995,spending,24000
482,CEN,1995,personnel,4
482,CEN,1996,spending,31000
482,CEN,1996,personnel,5
482,CEN,1997,spending,39000
482,CEN,1997,personnel,5
482,CEN,1998,spending,50000
482,CEN,1998,personnel,4
482,CEN,1999,spending,45000
482,CEN,1999,personnel,3
482,CEN,2000,spending,14000
482,CEN,2000,personnel,3
482,CEN,2001,spending,15000
482,CEN,2001,personnel,3
482,CEN,2002,spending,11000
482,CEN,2002,personnel,3
482,CEN,2003,spending,14000
482,CEN,2003,personnel,3
482,CEN,2004,spending,15000
482,CEN,2004,personnel,3
482,CEN,2005,spending,15000
482,CEN,2005,personnel,3
482,CEN,2006,spending,16000
482,CEN,2006,personnel,3
482,CEN,2007,spending,18000
482,CEN,2007,personnel,3
482,CEN,2008,spending,20000
482,CEN,2008,personnel,3
482,CEN,2009,spending,36000
482,CEN,2009,personnel,3
482,CEN,2010,spending,51000
482,CEN,2010,personnel,3
482,CEN,2011,spending,54000
482,CEN,2011,personnel,2
482,CEN,2012,spending,-9
482,CEN,2012,personnel,2
482,CEN,2013,spending,-9
482,CEN,2013,personnel,2
482,CEN,2014,spending,-9
482,CEN,2014,personnel,7
482,CEN,2015,spending,-9
482,CEN,2015,personnel,7
482,CEN,2016,spending,-9
482,CEN,2016,personnel,7
483,CHA,1960,spending,0
483,CHA,1960,personnel,0
483,CHA,1961,spending,1620
483,CHA,1961,personnel,0
483,CHA,1962,spending,1292
483,CHA,1962,personnel,0
483,CHA,1963,spending,1487
483,CHA,1963,personnel,2
483,CHA,1964,spending,1787
483,CHA,1964,personnel,2
483,CHA,1965,spending,3322
483,CHA,1965,personnel,4
483,CHA,1966,spending,5777
483,CHA,1966,personnel,5
483,CHA,1967,spending,5979
483,CHA,1967,personnel,5
483,CHA,1968,spending,6239
483,CHA,1968,personnel,6
483,CHA,1969,spending,7835
483,CHA,1969,personnel,5
483,CHA,1970,spending,7922
483,CHA,1970,personnel,7
483,CHA,1971,spending,14163
483,CHA,1971,personnel,8
483,CHA,1972,spending,15281
483,CHA,1972,personnel,10
483,CHA,1973,spending,15954
483,CHA,1973,personnel,10
483,CHA,1974,spending,15322
483,CHA,1974,personnel,10
483,CHA,1975,spending,18906
483,CHA,1975,personnel,11
483,CHA,1976,spending,25010
483,CHA,1976,personnel,11
483,CHA,1977,spending,29999
483,CHA,1977,personnel,9
483,CHA,1978,spending,41349
483,CHA,1978,personnel,5
483,CHA,1979,spending,50020
483,CHA,1979,personnel,5
483,CHA,1980,spending,62031
483,CHA,1980,personnel,3
483,CHA,1981,spending,55003
483,CHA,1981,personnel,3
483,CHA,1982,spending,52040
483,CHA,1982,personnel,3
483,CHA,1983,spending,52498
483,CHA,1983,personnel,4
483,CHA,1984,spending,55682
483,CHA,1984,personnel,16
483,CHA,1985,spending,36880
483,CHA,1985,personnel,16
483,CHA,1986,spending,48660
483,CHA,1986,personnel,22
483,CHA,1987,spending,34300
483,CHA,1987,personnel,30
483,CHA,1988,spending,77890
483,CHA,1988,personnel,33
483,CHA,1989,spending,57990
483,CHA,1989,personnel,33
483,CHA,1990,spending,59318
483,CHA,1990,personnel,50
483,CHA,1991,spending,21000
483,CHA,1991,personnel,50
483,CHA,1992,spending,35340
483,CHA,1992,personnel,38
483,CHA,1993,spending,38300
483,CHA,1993,personnel,30
483,CHA,1994,spending,29000
483,CHA,1994,personnel,40
483,CHA,1995,spending,34000
483,CHA,1995,personnel,40
483,CHA,1996,spending,40000
483,CHA,1996,personnel,40
483,CHA,1997,spending,43000
483,CHA,1997,personnel,35
483,CHA,1998,spending,64000
483,CHA,1998,personnel,30
483,CHA,1999,spending,47000
483,CHA,1999,personnel,30
483,CHA,2000,spending,14000
483,CHA,2000,personnel,30
483,CHA,2001,spending,13000
483,CHA,2001,personnel,30
483,CHA,2002,spending,34000
483,CHA,2002,personnel,30
483,CHA,2003,spending,41000
483,CHA,2003,personnel,30
483,CHA,2004,spending,47000
483,CHA,2004,personnel,30
483,CHA,2005,spending,56000
483,CHA,2005,personnel,30
483,CHA,2006,spending,59000
483,CHA,2006,personnel,30
483,CHA,2007,spending,70000
483,CHA,2007,personnel,17
483,CHA,2008,spending,145000
483,CHA,2008,personnel,25
483,CHA,2009,spending,142000
483,CHA,2009,personnel,25
483,CHA,2010,spending,222000
483,CHA,2010,personnel,25
483,CHA,2011,spending,177000
483,CHA,2011,personnel,26
483,CHA,2012,spending,202000
483,CHA,2012,personnel,25
483,CHA,2013,spending,-9
483,CHA,2013,personnel,25
483,CHA,2014,spending,-9
483,CHA,2014,personnel,25
483,CHA,2015,spending,-9
483,CHA,2015,personnel,25
483,CHA,2016,spending,269000
483,CHA,2016,personnel,30
484,CON,1960,spending,400
484,CON,1960,personnel,0
484,CON,1961,spending,2000
484,CON,1961,personnel,0
484,CON,1962,spending,4335
484,CON,1962,personnel,1
484,CON,1963,spending,4000
484,CON,1963,personnel,2
484,CON,1964,spending,5003
484,CON,1964,personnel,2
484,CON,1965,spending,5003
484,CON,1965,personnel,4
484,CON,1966,spending,7737
484,CON,1966,personnel,5
484,CON,1967,spending,8985
484,CON,1967,personnel,5
484,CON,1968,spending,9216
484,CON,1968,personnel,3
484,CON,1969,spending,9463
484,CON,1969,personnel,3
484,CON,1970,spending,6000
484,CON,1970,personnel,6
484,CON,1971,spending,13661
484,CON,1971,personnel,6
484,CON,1972,spending,12735
484,CON,1972,personnel,9
484,CON,1973,spending,19443
484,CON,1973,personnel,7
484,CON,1974,spending,24158
484,CON,1974,personnel,7
484,CON,1975,spending,33492
484,CON,1975,personnel,7
484,CON,1976,spending,34333
484,CON,1976,personnel,10
484,CON,1977,spending,36634
484,CON,1977,personnel,7
484,CON,1978,spending,38114
484,CON,1978,personnel,11
484,CON,1979,spending,52651
484,CON,1979,personnel,16
484,CON,1980,spending,48980
484,CON,1980,personnel,16
484,CON,1981,spending,56401
484,CON,1981,personnel,14
484,CON,1982,spending,52300
484,CON,1982,personnel,11
484,CON,1983,spending,69008
484,CON,1983,personnel,11
484,CON,1984,spending,49000
484,CON,1984,personnel,15
484,CON,1985,spending,55650
484,CON,1985,personnel,15
484,CON,1986,spending,115000
484,CON,1986,personnel,13
484,CON,1987,spending,100510
484,CON,1987,personnel,14
484,CON,1988,spending,71553
484,CON,1988,personnel,51
484,CON,1989,spending,74923
484,CON,1989,personnel,51
484,CON,1990,spending,86880
484,CON,1990,personnel,9
484,CON,1991,spending,-9
484,CON,1991,personnel,9
484,CON,1992,spending,125630
484,CON,1992,personnel,10
484,CON,1993,spending,-9
484,CON,1993,personnel,10
484,CON,1994,spending,38000
484,CON,1994,personnel,10
484,CON,1995,spending,49000
484,CON,1995,personnel,10
484,CON,1996,spending,56000
484,CON,1996,personnel,10
484,CON,1997,spending,74000
484,CON,1997,personnel,10
484,CON,1998,spending,83000
484,CON,1998,personnel,10
484,CON,1999,spending,73000
484,CON,1999,personnel,10
484,CON,2000,spending,73000
484,CON,2000,personnel,10
484,CON,2001,spending,80000
484,CON,2001,personnel,10
484,CON,2002,spending,-9
484,CON,2002,personnel,10
484,CON,2003,spending,49000
484,CON,2003,personnel,10
484,CON,2004,spending,56000
484,CON,2004,personnel,10
484,CON,2005,spending,79000
484,CON,2005,personnel,10
484,CON,2006,spending,84000
484,CON,2006,personnel,10
484,CON,2007,spending,94000
484,CON,2007,personnel,10
484,CON,2008,spending,112000
484,CON,2008,personnel,10
484,CON,2009,spending,134000
484,CON,2009,personnel,10
484,CON,2010,spending,214000
484,CON,2010,personnel,10
484,CON,2011,spending,290000
484,CON,2011,personnel,10
484,CON,2012,spending,325000
484,CON,2012,personnel,10
484,CON,2013,spending,-9
484,CON,2013,personnel,10
484,CON,2014,spending,720000
484,CON,2014,personnel,10
484,CON,2015,spending,-9
484,CON,2015,personnel,10
484,CON,2016,spending,565000
484,CON,2016,personnel,10
490,DRC,1960,spending,0
490,DRC,1960,personnel,25
490,DRC,1961,spending,10000
490,DRC,1961,personnel,18
490,DRC,1962,spending,20000
490,DRC,1962,personnel,20
490,DRC,1963,spending,20000
490,DRC,1963,personnel,25
490,DRC,1964,spending,12000
490,DRC,1964,personnel,25
490,DRC,1965,spending,31000
490,DRC,1965,personnel,25
490,DRC,1966,spending,32000
490,DRC,1966,personnel,25
490,DRC,1967,spending,37000
490,DRC,1967,personnel,35
490,DRC,1968,spending,44000
490,DRC,1968,personnel,30
490,DRC,1969,spending,61000
490,DRC,1969,personnel,45
490,DRC,1970,spending,60000
490,DRC,1970,personnel,45
490,DRC,1971,spending,89400
490,DRC,1971,personnel,45
490,DRC,1972,spending,90600
490,DRC,1972,personnel,45
490,DRC,1973,spending,83600
490,DRC,1973,personnel,65
490,DRC,1974,spending,169200
490,DRC,1974,personnel,60
490,DRC,1975,spending,147800
490,DRC,1975,personnel,55
490,DRC,1976,spending,101161
490,DRC,1976,personnel,55
490,DRC,1977,spending,36173
490,DRC,1977,personnel,53
490,DRC,1978,spending,45455
490,DRC,1978,personnel,53
490,DRC,1979,spending,115654
490,DRC,1979,personnel,23
490,DRC,1980,spending,179076
490,DRC,1980,personnel,26
490,DRC,1981,spending,84675
490,DRC,1981,personnel,44
490,DRC,1982,spending,148500
490,DRC,1982,personnel,40
490,DRC,1983,spending,140080
490,DRC,1983,personnel,42
490,DRC,1984,spending,54987
490,DRC,1984,personnel,60
490,DRC,1985,spending,81000
490,DRC,1985,personnel,62
490,DRC,1986,spending,46560
490,DRC,1986,personnel,53
490,DRC,1987,spending,46260
490,DRC,1987,personnel,53
490,DRC,1988,spending,66820
490,DRC,1988,personnel,51
490,DRC,1989,spending,141064
490,DRC,1989,personnel,51
490,DRC,1990,spending,58662
490,DRC,1990,personnel,55
490,DRC,1991,spending,235000
490,DRC,1991,personnel,60
490,DRC,1992,spending,-9
490,DRC,1992,personnel,45
490,DRC,1993,spending,245000
490,DRC,1993,personnel,40
490,DRC,1994,spending,119000
490,DRC,1994,personnel,40
490,DRC,1995,spending,185000
490,DRC,1995,personnel,40
490,DRC,1996,spending,174000
490,DRC,1996,personnel,50
490,DRC,1997,spending,308000
490,DRC,1997,personnel,30
490,DRC,1998,spending,371000
490,DRC,1998,personnel,50
490,DRC,1999,spending,411000
490,DRC,1999,personnel,55
490,DRC,2000,spending,400000
490,DRC,2000,personnel,56
490,DRC,2001,spending,392000
490,DRC,2001,personnel,81
490,DRC,2002,spending,-9
490,DRC,2002,personnel,81
490,DRC,2003,spending,119000
490,DRC,2003,personnel,98
490,DRC,2004,spending,194000
490,DRC,2004,personnel,81
490,DRC,2005,spending,150000
490,DRC,2005,personnel,65
490,DRC,2006,spending,163000
490,DRC,2006,personnel,65
490,DRC,2007,spending,166000
490,DRC,2007,personnel,51
490,DRC,2008,spending,168000
490,DRC,2008,personnel,134
490,DRC,2009,spending,123000
490,DRC,2009,personnel,151
490,DRC,2010,spending,193000
490,DRC,2010,personnel,151
490,DRC,2011,spending,221000
490,DRC,2011,personnel,159
490,DRC,2012,spending,232000
490,DRC,2012,personnel,159
490,DRC,2013,spending,416000
490,DRC,2013,personnel,134
490,DRC,2014,spending,456000
490,DRC,2014,personnel,134
490,DRC,2015,spending,738000
490,DRC,2015,personnel,134
490,DRC,2016,spending,875000
490,DRC,2016,personnel,134
500,UGA,1962,spending,840
500,UGA,1962,personnel,2
500,UGA,1963,spending,2800
500,UGA,1963,personnel,6
500,UGA,1964,spending,5601
500,UGA,1964,personnel,6
500,UGA,1965,spending,10921
500,UGA,1965,personnel,6
500,UGA,1966,spending,14282
500,UGA,1966,personnel,11
500,UGA,1967,spending,16802
500,UGA,1967,personnel,12
500,UGA,1968,spending,19882
500,UGA,1968,personnel,15
500,UGA,1969,spending,19602
500,UGA,1969,personnel,16
500,UGA,1970,spending,22260
500,UGA,1970,personnel,16
500,UGA,1971,spending,52670
500,UGA,1971,personnel,14
500,UGA,1972,spending,64679
500,UGA,1972,personnel,13
500,UGA,1973,spending,59246
500,UGA,1973,personnel,12
500,UGA,1974,spending,74972
500,UGA,1974,personnel,25
500,UGA,1975,spending,86613
500,UGA,1975,personnel,25
500,UGA,1976,spending,99788
500,UGA,1976,personnel,25
500,UGA,1977,spending,135864
500,UGA,1977,personnel,23
500,UGA,1978,spending,156012
500,UGA,1978,personnel,6
500,UGA,1979,spending,241009
500,UGA,1979,personnel,6
500,UGA,1980,spending,250090
500,UGA,1980,personnel,6
500,UGA,1981,spending,81222
500,UGA,1981,personnel,6
500,UGA,1982,spending,94332
500,UGA,1982,personnel,10
500,UGA,1983,spending,88706
500,UGA,1983,personnel,13
500,UGA,1984,spending,38043
500,UGA,1984,personnel,15
500,UGA,1985,spending,38257
500,UGA,1985,personnel,15
500,UGA,1986,spending,80000
500,UGA,1986,personnel,15
500,UGA,1987,spending,130920
500,UGA,1987,personnel,25
500,UGA,1988,spending,141670
500,UGA,1988,personnel,35
500,UGA,1989,spending,83820
500,UGA,1989,personnel,40
500,UGA,1990,spending,74130
500,UGA,1990,personnel,60
500,UGA,1991,spending,73290
500,UGA,1991,personnel,60
500,UGA,1992,spending,86810
500,UGA,1992,personnel,70
500,UGA,1993,spending,79500
500,UGA,1993,personnel,70
500,UGA,1994,spending,80000
500,UGA,1994,personnel,60
500,UGA,1995,spending,126000
500,UGA,1995,personnel,51
500,UGA,1996,spending,156000
500,UGA,1996,personnel,50
500,UGA,1997,spending,166000
500,UGA,1997,personnel,50
500,UGA,1998,spending,230000
500,UGA,1998,personnel,50
500,UGA,1999,spending,199000
500,UGA,1999,personnel,50
500,UGA,2000,spending,135000
500,UGA,2000,personnel,50
500,UGA,2001,spending,126000
500,UGA,2001,personnel,55
500,UGA,2002,spending,165000
500,UGA,2002,personnel,55
500,UGA,2003,spending,158000
500,UGA,2003,personnel,60
500,UGA,2004,spending,192000
500,UGA,2004,personnel,53
500,UGA,2005,spending,196000
500,UGA,2005,personnel,45
500,UGA,2006,spending,192000
500,UGA,2006,personnel,45
500,UGA,2007,spending,232000
500,UGA,2007,personnel,45
500,UGA,2008,spending,293000
500,UGA,2008,personnel,45
500,UGA,2009,spending,277000
500,UGA,2009,personnel,45
500,UGA,2010,spending,211000
500,UGA,2010,personnel,45
500,UGA,2011,spending,243000
500,UGA,2011,personnel,45
500,UGA,2012,spending,374000
500,UGA,2012,personnel,45
500,UGA,2013,spending,342000
500,UGA,2013,personnel,45
500,UGA,2014,spending,405000
500,UGA,2014,personnel,45
500,UGA,2015,spending,362000
500,UGA,2015,personnel,45
500,UGA,2016,spending,481000
500,UGA,2016,personnel,45
501,KEN,1963,spending,1960
501,KEN,1963,personnel,3
501,KEN,1964,spending,5881
501,KEN,1964,personnel,15
501,KEN,1965,spending,9801
501,KEN,1965,personnel,16
501,KEN,1966,spending,13162
501,KEN,1966,personnel,17
501,KEN,1967,spending,15962
501,KEN,1967,personnel,16
501,KEN,1968,spending,16242
501,KEN,1968,personnel,8
501,KEN,1969,spending,17082
501,KEN,1969,personnel,7
501,KEN,1970,spending,19042
501,KEN,1970,personnel,7
501,KEN,1971,spending,22000
501,KEN,1971,personnel,7
501,KEN,1972,spending,28000
501,KEN,1972,personnel,7
501,KEN,1973,spending,36000
501,KEN,1973,personnel,8
501,KEN,1974,spending,40000
501,KEN,1974,personnel,9
501,KEN,1975,spending,51000
501,KEN,1975,personnel,9
501,KEN,1976,spending,54000
501,KEN,1976,personnel,9
501,KEN,1977,spending,106000
501,KEN,1977,personnel,13
501,KEN,1978,spending,205000
501,KEN,1978,personnel,13
501,KEN,1979,spending,278000
501,KEN,1979,personnel,13
501,KEN,1980,spending,286000
501,KEN,1980,personnel,13
501,KEN,1981,spending,222000
501,KEN,1981,personnel,17
501,KEN,1982,spending,266000
501,KEN,1982,personnel,19
501,KEN,1983,spending,233000
501,KEN,1983,personnel,18
501,KEN,1984,spending,243000
501,KEN,1984,personnel,19
501,KEN,1985,spending,255600
501,KEN,1985,personnel,19
501,KEN,1986,spending,138000
501,KEN,1986,personnel,20
501,KEN,1987,spending,202740
501,KEN,1987,personnel,21
501,KEN,1988,spending,275420
501,KEN,1988,personnel,20
501,KEN,1989,spending,294000
501,KEN,1989,personnel,20
501,KEN,1990,spending,211519
501,KEN,1990,personnel,20
501,KEN,1991,spending,230000
501,KEN,1991,personnel,20
501,KEN,1992,spending,256200
501,KEN,1992,personnel,24
501,KEN,1993,spending,170000
501,KEN,1993,personnel,24
501,KEN,1994,spending,191000
501,KEN,1994,personnel,22
501,KEN,1995,spending,206000
501,KEN,1995,personnel,22
501,KEN,1996,spending,216000
501,KEN,1996,personnel,24
501,KEN,1997,spending,269000
501,KEN,1997,personnel,24
501,KEN,1998,spending,321000
501,KEN,1998,personnel,25
501,KEN,1999,spending,327000
501,KEN,1999,personnel,24
501,KEN,2000,spending,278000
501,KEN,2000,personnel,22
501,KEN,2001,spending,308000
501,KEN,2001,personnel,24
501,KEN,2002,spending,214000
501,KEN,2002,personnel,24
501,KEN,2003,spending,247000
501,KEN,2003,personnel,24
501,KEN,2004,spending,252000
501,KEN,2004,personnel,24
501,KEN,2005,spending,388000
501,KEN,2005,personnel,24
501,KEN,2006,spending,398000
501,KEN,2006,personnel,24
501,KEN,2007,spending,681000
501,KEN,2007,personnel,24
501,KEN,2008,spending,735000
501,KEN,2008,personnel,24
501,KEN,2009,spending,533000
501,KEN,2009,personnel,24
501,KEN,2010,spending,689000
501,KEN,2010,personnel,24
501,KEN,2011,spending,629000
501,KEN,2011,personnel,24
501,KEN,2012,spending,930000
501,KEN,2012,personnel,24
501,KEN,2013,spending,975000
501,KEN,2013,personnel,24
501,KEN,2014,spending,1042000
501,KEN,2014,personnel,24
501,KEN,2015,spending,942000
501,KEN,2015,personnel,24
501,KEN,2016,spending,1219000
501,KEN,2016,personnel,24
510,TAZ,1961,spending,11229
510,TAZ,1961,personnel,1
510,TAZ,1962,spending,1400
510,TAZ,1962,personnel,2
